@relation weka_12-weka.filters.unsupervised.attribute.Standardize

@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 {C1,C2,C3,C4}

@data
-2.4081,1.609,7.1344,0.48423,-2.2492,-1.2468,3.265381,0.056301,C1
-1.8691,-0.7387,5.0008,-0.052355,2.2355,-0.22198,-6.280965,-0.381706,C1
-0.12219,-1.2405,8.64,-0.76134,1.4035,-0.12185,-4.746576,-1.354962,C1
3.3208,-1.861,4.7965,-0.16291,-2.9585,-1.1875,3.654535,-0.253997,C1
1.638,0.038581,7.8792,-0.40766,1.483,-1.5093,-5.810513,-0.042283,C1
-1.6036,-1.8,9.0783,-1.1358,-0.49056,-0.22783,2.393301,-0.092577,C1
-2.2593,-1.4287,4.8459,0.20886,-0.67399,2.6164,9.630992,-2.461746,C1
1.5416,0.010085,5.0001,0.65512,-0.85635,-0.4942,1.323088,0.99802,C1
1.8052,-1.607,4.8443,1.0171,-0.6802,-2.2838,-4.493091,-1.718607,C1
-2.6305,-0.39489,6.3195,-0.32332,-1.6941,-0.05977,3.582579,-0.346446,C1
-0.55055,0.71827,4.8072,0.13738,0.40663,-1.0972,0.477289,1.147999,C1
2.487,3.6073,7.5068,-0.41556,4.6343,-1.7209,1.976478,-0.058934,C1
3.8327,0.77778,5.7493,0.45239,1.0737,-1.2977,-3.760026,1.804584,C1
-1.2641,-2.4389,6.9779,0.90305,-0.8139,2.2827,4.281337,1.461502,C1
1.1243,-1.8648,5.8645,-0.53153,-1.0513,-1.7131,3.894838,-0.556256,C1
2.7737,2.7218,4.7071,0.6363,0.35556,-0.15898,-4.357486,1.235584,C1
-0.23435,3.4249,6.5295,1.7948,-2.3205,-1.8413,-6.10332,0.49543,C1
0.60054,0.051259,5.342,-0.84965,-0.91538,-2.6422,2.099746,0.343765,C1
8.1366,2.1873,9.8205,-0.10772,-0.35035,1.46,-0.078559,-1.800825,C1
-1.9546,0.53568,8.3006,0.13752,1.259,0.62092,6.019237,0.081914,C1
1.1002,0.08856,4.9979,-0.20844,-0.50007,0.41904,0.762295,-0.223311,C1
-0.95627,0.15269,7.3494,0.34542,-0.33753,0.24627,-1.251749,-0.005953,C1
-0.003953,-2.5376,5.0918,-0.26358,-2.6453,0.83998,5.626677,0.867384,C1
-2.1525,-0.064744,5.0404,0.035265,-1.757,-1.4535,-2.039026,0.006015,C1
0.68693,-1.889,4.8044,1.4355,0.88831,1.1031,-2.964435,-0.192402,C1
0.7412,-0.83358,5.1502,-0.34149,-0.97959,0.68043,-6.052109,1.252734,C1
-1.3905,-1.448,6.3044,-1.343,2.5547,0.21713,-0.228804,-0.805809,C1
-2.0417,-1.7758,5.5336,-0.10901,-2.1631,-1.143,3.784727,1.469693,C1
1.1526,1.7921,5.601,-0.33375,-1.0618,-2.1412,-0.0086,-0.833044,C1
2.5057,-0.72654,5.1242,0.39318,-0.19548,2.4989,6.484274,1.980466,C1
1.7878,1.1688,7.3801,-0.19668,0.65801,-0.5277,-3.175606,-1.619691,C1
-0.045365,-2.5589,5.4867,2.5312,0.18139,-0.57436,8.681744,-0.341498,C1
0.8049,-0.014198,5.7651,-0.27031,-2.4937,-0.41827,1.506999,1.039825,C1
0.59132,-1.901,4.5774,1.0857,-1.1336,-1.0127,2.283065,-1.004971,C1
1.0946,-1.3284,5.7047,2.9772,2.7741,-1.5608,-8.921676,0.816496,C1
0.29493,0.54438,4.7319,0.3015,-1.957,2.2167,-4.75093,-1.00164,C1
-1.3579,-0.82822,6.1477,-1.4607,-0.51048,-1.9679,0.037199,-1.03611,C1
3.0044,-0.16085,5.4882,-1.2872,-1.402,0.2426,-1.619061,-0.373097,C1
-0.55882,-1.2955,6.9314,0.50831,2.4329,-0.84281,-0.595677,-0.000896,C1
-1.4009,-2.3464,6.311,-0.43516,-1.675,1.4256,-3.379079,-2.481006,C1
-0.39772,-0.76816,5.7449,-0.74162,-0.49431,0.47734,1.109121,1.034935,C1
0.59789,-0.50888,6.7501,1.1654,-0.67839,-1.0889,-7.72276,-0.3486,C1
1.2023,2.0574,5.6494,-1.144,-1.3753,-2.5424,7.126572,-0.672758,C1
1.9023,1.1327,6.6859,-0.77953,-0.7235,-0.86203,-4.301295,-0.009683,C1
0.001635,1.199,5.0435,-0.38041,0.63999,-2.126,-2.84032,2.071037,C1
0.2868,1.3369,7.7727,0.39461,-0.15686,7.0558,-0.204051,-1.413375,C1
-0.11533,0.77799,6.7247,-0.66998,0.065252,-2.4066,-6.960682,-0.022205,C1
5.2559,-2.4196,4.7033,-0.49829,1.2286,-2.6407,7.393204,0.731773,C1
4.262,1.6012,4.5921,-0.73994,-1.5698,1.4555,0.390031,-1.516394,C1
-0.52732,-1.299,5.0758,0.48827,4.3765,-1.4231,3.799819,0.411738,C1
1.366,1.3023,6.1554,-1.0123,-2.5588,-1.1971,-1.710303,-0.156655,C1
-0.50734,1.4779,6.1955,-0.058974,0.93092,1.0045,-3.898414,0.81578,C1
0.44877,1.2517,6.7008,-1.0116,2.4096,-0.36936,-4.648192,-0.794599,C1
6.3136,-2.563,5.6393,-0.40586,-0.82979,-1.0982,1.350038,-1.034895,C1
1.7857,-1.6802,4.6864,-0.67164,-1.8107,2.1798,-8.244836,0.060238,C1
-1.5424,-0.76625,5.0735,-0.8022,-1.2746,-2.611,-0.258083,0.431017,C1
-1.5726,-0.15192,4.5687,-0.6897,-0.56447,-0.69901,1.05972,-1.168095,C1
-0.080672,-2.3295,8.0808,-0.14093,0.77387,3.7458,-1.211748,-0.396514,C1
0.88628,-2.4732,6.0528,-0.38953,-2.5581,3.3797,-0.829864,-2.181535,C1
-1.099,-1.2692,6.0322,0.37541,3.4276,1.2781,0.373762,-1.563357,C1
1.1858,1.2295,4.7871,0.215,-2.4242,-1.6424,7.187961,-0.654844,C1
4.2525,-0.82084,8.459,-1.2967,0.37548,-1.4493,1.8537,-0.234849,C1
-2.1488,-1.2499,6.5779,1.0284,-0.27481,-0.022652,7.266328,0.116055,C1
5.553,1.5777,7.205,-1.4212,0.97689,-2.8645,-2.917947,-0.524966,C1
-0.33234,-2.3514,6.5576,-0.15311,4.5023,-0.044985,-3.341856,1.064352,C1
4.5827,-0.66781,5.8991,1.4009,-0.93884,0.84068,3.296742,0.576114,C1
-0.80536,-0.77618,4.718,0.61445,-0.51825,0.66639,0.658827,0.046683,C1
-0.41709,1.3356,5.7795,-1.3864,-0.34206,-2.2185,-2.07866,0.753654,C1
4.6381,-1.6982,5.1245,-1.0236,4.4814,-0.84827,4.66338,0.208442,C1
-2.4314,-0.97961,5.5882,0.19624,0.64675,2.8843,0.165785,-0.952361,C1
-1.6429,4.4559,6.2395,-0.99074,-2.2081,-0.62058,0.721408,-0.50088,C1
-1.0096,0.98912,6.5075,-0.035931,-0.363,-1.7766,-7.647548,-0.681446,C1
-2.1469,0.14198,6.0022,0.2254,-0.40156,-1.3733,-0.637432,0.321654,C1
-2.7831,-2.0583,4.9433,0.81686,-2.3726,-0.015513,1.679575,-2.168491,C1
1.6489,-1.2504,4.9996,2.0114,-0.54633,-0.49595,1.36884,-0.236741,C1
2.5631,-2.0828,6.4308,0.31921,-0.88023,-1.7148,-0.195333,-0.058094,C1
-2.3694,-1.2712,4.5365,0.9344,-2.4986,-0.76146,0.807774,0.26635,C1
-0.001944,0.73945,6.6906,1.7204,1.3448,0.99745,-2.127657,-0.641688,C1
-1.6535,0.084383,5.2302,1.7895,-1.0202,2.35,0.60456,0.567096,C1
-2.3603,2.4962,6.1835,-1.1638,-2.2795,-0.31037,6.548124,1.066369,C1
-1.4737,2.9387,4.787,-0.77343,-2.8705,1.7081,1.08324,0.227424,C1
-1.6767,0.33504,4.7702,0.028566,-1.8802,2.8081,0.206412,-0.395154,C1
-1.7212,-1.0674,5.9786,-1.2451,-1.7662,2.4552,4.7731,-1.141643,C1
0.62979,0.38722,7.8083,4.4607,3.0409,-2.2847,-0.433331,-0.439686,C1
-2.0589,0.85672,5.7576,-0.74462,1.4335,-0.11912,-0.1857,-0.652012,C1
-2.1181,-2.0219,6.1116,0.38966,-2.5032,-1.2049,-1.87791,1.401758,C1
-2.6946,3.9159,5.5532,-0.24834,2.4845,2.4048,0.923505,0.543294,C1
-1.4535,3.2104,8.0981,-1.1004,-0.080543,0.091235,1.072061,0.295018,C1
0.65202,-1.2414,5.2019,-0.2197,-1.0888,-1.7505,-7.03132,-0.58942,C1
2.2185,0.58429,7.2372,1.733,-1.2052,-1.9202,-2.756363,-1.192707,C1
-0.31579,-2.4571,5.0456,2.141,-1.8952,-1.8515,-3.163128,0.313768,C1
-1.5886,1.314,5.3744,-0.52469,-1.7187,-0.82857,-0.140127,-0.756453,C1
4.2329,3.4789,6.6438,1.3459,-0.24967,-2.2368,-1.616168,-0.585823,C1
0.80256,-2.1125,6.494,-0.087544,2.0537,-1.2344,-2.356032,0.53937,C1
-2.2837,0.93859,6.3988,1.9787,-0.96806,-0.085892,1.168016,-0.561718,C1
0.006755,0.87424,5.4071,-1.2419,4.294,-2.6428,-1.34505,-0.055935,C1
-2.2553,2.163,6.498,-0.68458,-0.051394,-1.5558,-2.365211,-1.959629,C1
0.91046,-2.3043,6.0454,0.71989,-1.0291,-1.7537,2.447239,0.998092,C1
-2.4193,-1.6954,5.8666,3.2779,2.1842,-1.3032,-1.291386,-1.185061,C1
1.4187,-0.66847,6.3378,-0.44875,-1.7533,-2.7271,-1.745116,-1.036807,C1
-2.5986,-0.5799,4.8941,1.4921,-1.3666,0.7214,3.479407,-2.248071,C1
0.86593,1.1386,6.5976,0.50177,1.5908,0.62055,1.880216,-1.456221,C1
0.14091,0.92679,7.5943,0.49432,-1.9189,-1.8892,2.754803,-0.394766,C1
-2.8553,-2.3804,5.8882,-0.93736,2.3037,-2.0292,4.117215,-1.289995,C1
-1.5002,-1.1067,5.3197,1.046,-2.3411,3.297,-0.196222,-0.613589,C1
0.34048,2.9346,5.05,0.38436,-2.8009,-1.3509,1.55999,-0.043153,C1
1.0337,-0.89288,5.5743,2.8005,0.6305,1.0085,-0.045705,0.590274,C1
-1.7563,-1.3266,5.9835,-0.86093,-1.1061,-1.4542,1.025702,-0.233193,C1
4.7136,-1.8563,5.2333,-0.16462,-1.1277,0.59635,2.040112,0.214712,C1
-0.39304,0.4132,4.9172,-0.04453,-1.9062,-1.8802,-9.254458,0.622397,C1
-0.65393,-2.3505,6.7548,0.1564,-0.47393,-1.4951,-2.795498,-1.122077,C1
0.67284,0.5159,6.5784,0.094106,2.1025,0.93775,-1.975219,-0.794806,C1
-2.2635,-2.4342,5.3176,-0.5006,-2.4172,0.928,-1.151827,-0.304646,C1
-2.2236,2.1408,5.0564,0.068183,1.5496,5.062,-0.829359,-2.846623,C1
2.215,-2.2606,5.6593,-1.2329,3.0835,-0.92499,2.815287,0.472998,C1
-0.20174,4.2041,5.3715,0.60897,-0.4624,-0.34894,4.1277,0.614943,C1
1.6284,-0.36168,5.0509,-0.75194,0.2119,-0.84466,-1.942161,-0.589928,C1
-1.89,4.0454,5.3072,-1.1246,2.637,-2.7506,0.597281,-0.552691,C1
0.56774,-0.53296,6.2796,-0.47364,-1.126,4.2393,-4.92908,-0.643726,C1
1.4463,-1.7669,4.8997,0.24263,-0.785,-2.4425,4.291085,-0.000287,C1
3.3582,-1.3408,6.466,1.7844,-1.6393,-1.0357,-3.455681,2.011743,C1
3.0401,-1.3437,5.7537,1.2703,1.8523,-1.8368,-8.733486,0.359314,C1
2.8977,-2.4986,6.8599,-0.46338,-1.5732,3.1099,-4.081991,0.510741,C1
-3.0318,-2.1628,6.7092,-0.26692,2.5352,-0.86519,5.664442,-0.340616,C1
-2.2952,1.778,5.3268,0.035584,-1.8535,1.1617,1.096327,-0.092365,C1
-1.3033,-1.4303,5.5608,-0.23183,-0.87882,-1.9442,-3.429849,0.847138,C1
7.8111,-2.8209,5.5577,-1.2981,4.2144,0.097724,-5.565002,2.816027,C1
0.000997,0.39988,6.0275,0.008165,4.0149,0.12933,-6.470074,0.746362,C1
3.0619,4.8063,5.6346,0.092588,-1.7621,3.1059,-2.818723,-1.39947,C1
-0.29086,-0.38286,5.4613,0.10421,-1.5333,-1.2352,-5.333082,-0.456171,C1
1.4415,-1.3583,6.7823,1.3506,-1.1324,0.9508,-9.11067,0.480824,C1
4.0328,0.3364,6.8092,2.8187,0.042649,-2.2504,-5.629723,0.071136,C1
6.6546,1.7307,4.9622,-0.066156,0.84387,-1.7131,2.38898,-1.337762,C1
-2.8786,-2.171,6.7278,-0.74148,-1.9335,2.692,-4.763056,-1.015157,C1
2.9413,-0.51414,5.7328,1.5606,-0.002742,-0.14327,2.784833,-0.069384,C1
1.2304,-0.65768,6.3514,0.25594,5.3669,2.2654,1.351381,-0.297275,C1
0.25998,-0.15154,4.7658,-1.4144,4.361,3.3886,-2.303661,-1.050916,C1
-0.50813,-2.0711,5.2262,-1.1051,4.4346,-0.065884,-9.08433,0.522925,C1
-2.5478,-2.1175,8.5375,0.26623,-0.066451,0.4192,-5.055525,-0.213286,C1
0.67541,0.075974,4.9987,-0.38683,-0.89996,-1.3937,0.322335,0.844941,C1
-0.87218,-1.6255,5.6389,-0.68012,-0.82297,-1.1947,-4.933498,2.035878,C1
-2.4461,5.6599,6.5623,-0.71234,3.3279,-0.83508,-0.681763,0.082482,C1
-0.96572,1.7123,5.138,-0.41346,-1.0378,-0.57359,4.0868,-2.406446,C1
-0.78673,-0.18627,5.9942,-0.40831,-1.9407,-1.0982,8.394457,-0.634124,C1
0.10518,1.6772,7.7968,0.014749,0.6585,-2.3033,-4.551977,0.397234,C1
0.88591,0.06101,5.5702,-0.98394,-2.6673,0.073029,-7.089705,1.415772,C1
-1.4609,5.1742,6.0811,0.36462,4.0887,1.3888,1.27227,-2.499314,C1
-0.089893,-1.8594,5.6013,-0.91476,-1.603,-2.1952,-1.895465,-1.27896,C1
-0.63892,2.311,5.0787,-0.083225,2.5122,3.366,2.706399,-1.634539,C1
-2.2147,6.1886,6.3052,2.0865,-1.1276,-1.4749,-4.270348,-1.397262,C1
1.3231,3.2659,5.5403,2.6641,3.6062,-1.3647,-1.449986,-0.207741,C1
3.7824,0.67559,4.6097,-0.2423,-0.81398,-2.1485,2.468423,0.535013,C1
-1.7154,-1.7378,5.5269,-0.71619,0.1246,1.4973,-3.376209,-1.357915,C1
7.5784,-0.97292,5.1886,-1.1268,-2.2332,5.3866,-4.596755,-0.073596,C1
-2.8384,3.4641,4.986,0.21868,0.85545,-2.1101,2.633279,-0.664073,C1
0.45482,-2.0101,5.701,0.60368,-0.097724,-0.89491,-2.929488,0.316291,C1
-1.0352,-2.1145,5.7144,-0.99817,-1.2342,-0.87469,1.10883,-0.008873,C1
-0.11076,-1.0814,5.1548,-0.1816,1.507,-0.29237,-2.615247,-1.608125,C1
-1.1846,-0.009426,4.5872,-0.53392,1.3857,-1.5615,-0.867507,1.342583,C1
-2.4954,-2.6962,5.0321,-0.46981,-0.67502,-0.084482,6.315078,-0.666255,C1
-1.9215,-1.3382,5.3092,0.1434,-2.372,1.6422,-6.1112,0.497359,C1
0.75684,0.40914,5.794,-0.2534,-2.0262,-0.52283,0.068978,0.622269,C1
-2.3898,-0.65946,5.6267,-1.3238,-2.433,-1.8296,6.542203,0.88876,C1
-1.0565,1.2963,5.7265,-0.86635,-1.6415,0.050569,5.045098,-0.7803,C1
4.8162,-1.6435,5.1895,0.62008,-2.5129,-0.90104,1.572217,-0.008911,C1
-2.7197,1.8356,5.4734,0.057412,-1.8359,3.2188,-2.418388,-1.371179,C1
-0.18205,0.88181,4.7952,-0.5045,-1.6961,2.9667,-2.714301,0.358132,C1
0.038824,-0.001477,5.2046,-0.64729,-1.3889,1.4428,-4.601387,1.428739,C1
1.5027,4.8972,6.2067,0.45181,3.3252,-0.39481,2.418118,1.31649,C1
0.90819,0.24143,6.0976,-0.57255,1.2826,-0.46521,1.014422,0.772448,C1
-2.1401,-1.1294,6.5645,-0.44327,-1.5429,-1.2616,1.39696,-1.240201,C1
-2.3776,-0.27767,5.2806,-1.1634,-0.22313,-2.8464,-1.119926,0.062585,C1
0.70942,0.24461,5.1883,-0.33386,0.7892,4.7027,3.323965,0.356182,C1
0.80126,-1.1409,7.5455,-0.021935,0.15976,0.36156,6.268415,0.153761,C1
-1.4823,-2.0743,5.2629,0.17289,-2.1507,2.9767,1.356039,-0.224318,C1
1.5462,1.7621,5.5251,0.016937,-1.8787,4.858,-2.274823,-1.157618,C1
2.7805,-1.4454,5.1661,-0.03432,5.5878,-2.0725,-4.207503,0.268194,C1
-1.3091,1.3668,5.8348,0.99595,-1.8645,-0.84498,-0.07364,1.24695,C1
-1.6342,1.8358,4.5758,-0.52938,-1.3829,-0.017369,-4.651124,-1.060864,C1
1.2131,-2.2614,5.9667,-0.31455,0.66982,-1.6743,-2.758292,-1.583399,C1
-0.70564,2.1842,4.9346,-0.30736,-1.0049,0.059072,0.203135,0.020039,C1
-1.8136,-0.30671,5.114,1.0258,-1.768,-0.16066,-2.085972,-0.482797,C1
-1.3916,1.3096,4.9104,-0.53939,0.59841,-0.097904,-7.165652,1.122492,C1
-2.6091,5.5674,6.4034,-0.64848,1.769,0.67968,-1.37922,-0.392556,C1
0.14237,0.41872,5.4069,0.37709,-1.4185,0.09215,-0.245585,-0.00993,C1
-0.18197,-1.9711,5.242,-0.60478,-1.6332,-1.4959,-0.059488,1.750177,C1
-0.16224,0.010496,7.2083,-0.80843,0.75567,-1.4904,-1.096611,0.120907,C1
-0.023063,6.0556,5.0257,-0.4227,2.8746,2.7158,1.898904,-0.672816,C1
0.73774,-2.3627,6.3895,0.44493,0.79308,6.0883,-2.990817,-0.363383,C1
0.54192,-0.40339,6.1118,0.27766,-2.0329,3.176,-5.186536,0.227136,C1
-0.52419,8.5283,5.1057,1.7941,-1.5038,-2.1702,-3.625713,1.457834,C1
1.9506,-0.69224,5.7464,0.28704,-1.412,-1.7522,2.925303,-0.269031,C1
-1.8579,0.29866,6.2467,-0.97795,2.1069,-0.26099,2.776276,-2.623228,C1
-0.56114,2.4368,6.2638,-0.36777,2.017,2.1932,-6.940073,-0.910846,C1
-1.4697,0.92628,5.1465,0.24911,1.8945,-1.9168,4.118235,-1.697871,C1
0.46369,-1.6857,4.9422,-1.1693,0.54744,-0.2257,2.07329,2.155338,C1
7.021,0.40437,6.117,4.0319,4.0761,-2.2149,1.417179,1.308961,C1
-0.51397,-2.3662,5.315,0.30786,0.78614,-0.2509,-2.19961,1.135845,C1
-0.41585,-0.66421,7.0993,-0.38252,2.5748,1.2596,-10.520602,-0.021292,C1
-1.8809,-0.35857,5.793,-0.50008,-1.3401,-0.33221,1.62645,-1.069334,C1
3.1121,-2.4865,5.1413,-0.90274,0.26667,-0.84735,-0.603403,-0.645166,C1
1.6883,3.8594,6.9225,0.18888,0.774,-0.95328,1.63768,1.075291,C1
-2.1181,-0.98173,7.8443,-0.18427,1.1574,-1.8709,-2.181025,-0.642639,C1
2.7812,1.0397,5.9523,-0.12953,0.80858,-2.4754,-3.353068,0.377216,C1
-1.87,0.28949,4.507,-0.43138,3.1362,-2.5681,6.126547,-0.233999,C1
-1.0132,1.1552,5.9243,-0.36896,-1.1742,-2.5334,5.720748,-0.927282,C1
-1.5542,4.6877,7.5695,-0.7423,1.1955,-1.2066,0.676305,0.49028,C1
-2.474,-0.89187,8.0059,0.055884,4.1651,-2.6264,3.847534,0.462207,C1
3.0351,-1.1794,6.6662,-0.027709,-0.7758,1.5026,-2.302354,-0.905655,C1
-2.1926,-2.4341,6.4759,-0.57524,-1.2579,-1.4325,-4.587532,-1.665839,C1
2.7182,-2.7,5.6334,-0.73876,0.42864,-2.4971,4.179471,0.44607,C1
7.3441,2.873,6.3541,0.48844,-1.1204,-2.2463,0.702039,-0.051558,C1
2.8451,1.1119,5.7833,-0.84506,0.078047,-1.7806,1.829711,1.318956,C1
-1.7938,5.0179,5.523,-0.54322,2.3334,0.07631,2.281199,-1.4333,C1
-2.942,2.6747,4.9613,-1.0315,-0.19047,-0.58087,-6.423854,1.399018,C1
-0.63117,-1.5968,7.0786,0.80336,-0.86182,1.1344,2.679538,-0.349683,C1
4.0743,3.0967,4.9423,0.52288,2.9007,-1.4549,3.95805,0.184788,C1
0.74736,4.1167,6.8384,0.43919,5.6951,4.814,-0.837321,-1.112924,C1
5.8155,-2.379,5.7226,-0.36107,0.98063,1.8177,5.038365,1.559414,C1
2.0122,-2.4267,4.6326,-0.7698,1.4774,-0.14765,-4.581711,0.068747,C1
1.0655,-1.4996,5.1404,-1.3396,-2.5744,-0.20301,-6.55185,-0.151964,C1
1.1068,-0.68983,5.9733,0.10272,-1.1562,-0.14217,1.131315,0.770277,C1
-2.3461,-2.7005,5.8335,-0.99187,-1.3553,-2.2571,-4.722244,0.209764,C1
-2.9052,1.3573,5.2887,-1.2484,2.3153,-2.4802,2.770175,-0.302858,C1
-0.63674,3.2704,7.3706,-0.34552,-1.9755,-1.6118,-0.264046,0.110595,C1
