@relation weka_12-weka.filters.unsupervised.attribute.Standardize

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 {C1,C2}

@data
-0.26331,-2.2855,-4.3173,1.6315,3.2782,-3.011,-4.985,C1
-0.40918,0.69654,-3.2759,-5.0003,-6.5953,-10.503,-2.7437,C1
-3.8131,-1.4668,-5.7931,1.8888,1.8523,2.7101,-1.1443,C1
-1.8816,0.63098,-1.0873,2.2105,-0.79938,2.6736,-1.3197,C1
-4.0652,-2.4927,-4.4284,2.4685,-0.32803,3.3857,0.07506,C1
0.86113,-0.60701,-7.4339,-0.92851,-0.93975,1.1007,-0.58189,C1
0.28079,0.21459,-4.9846,0.45635,-0.91792,0.97561,-0.88103,C1
-3.6277,0.074203,-7.0415,2.5481,2.9284,2.8659,-0.58573,C1
-1.5995,-0.36132,-2.204,-0.50754,3.0574,4.4995,-3.9393,C1
-2.198,0.37977,-2.6436,1.5736,0.49308,5.6324,0.77865,C1
-1.6021,1.6352,-2.4835,1.2593,-5.6984,-0.87507,-1.7082,C1
-2.6263,0.45109,-4.0032,2.2121,4.9311,-8.8819,-2.1254,C1
-5.9043,-1.2298,-1.2166,0.50689,3.1868,0.42503,-4.5066,C1
-5.7647,1.124,-5.5991,-1.152,1.3996,2.6782,0.44199,C1
0.90769,-0.40185,-5.7432,-2.1242,2.7712,0.96438,-4.8006,C1
-0.082,-1.4513,-5.6914,2.5068,2.5806,4.4087,0.62725,C1
-1.8364,-0.38513,-4.6162,2.3352,1.5941,0.59087,-0.74657,C1
-3.9431,3.144,-4.2502,-3.6735,3.9061,-10.409,0.4463,C1
-2.591,-1.5014,-3.2308,-1.5517,-2.073,2.1481,-0.64374,C1
-0.32028,-1.4779,-6.6525,-0.99251,-7.9823,0.29645,-3.09,C1
-5.2402,-0.8291,-3.0376,-1.1524,-17.372,-8.2231,-2.3127,C1
-2.268,2.6544,-4.0184,0.77909,2.9925,-0.052358,-0.32971,C1
-1.4162,-3.6661,-5.2181,1.7553,4.7646,-1.6701,-1.7698,C1
-0.88094,1.8919,-3.0815,1.594,1.3513,1.151,-1.133,C1
-2.536,3.9361,-7.4853,2.9609,-12.96,-0.061153,-1.0392,C1
0.87246,-0.29406,-3.0201,-1.3927,3.2488,2.6056,-0.38011,C1
-1.344,0.11364,-2.0311,-2.3498,-2.5644,-4.0627,-3.1727,C1
-1.3443,4.025,-2.0523,0.21151,-0.82739,1.32,-0.67366,C1
1.1904,2.0634,-3.2541,0.34632,3.3943,3.4702,-1.5244,C1
-0.77416,-4.4823,-6.1666,-2.0392,-2.968,4.8084,0.2263,C1
-4.6673,-4.4342,-3.0589,2.2505,1.8833,5.251,-3.2597,C1
-3.7418,1.1356,-2.8465,2.7925,3.4112,-5.1177,0.44784,C1
-0.79931,-0.51512,-6.5997,0.88384,5.0723,3.7872,-1.6465,C1
-1.6983,0.68296,-0.10209,0.62008,1.5019,3.1203,-2.883,C1
-2.3621,-2.1864,-4.0321,-0.15374,5.3228,2.1622,-2.3055,C1
0.69086,1.3665,-5.6367,1.5329,3.0746,-0.61986,0.26815,C1
-1.6622,0.2967,-6.592,-3.9395,-0.59387,0.84681,-0.16689,C1
-5.228,-0.70091,-3.0045,-0.85762,3.9276,-4.1345,-0.54439,C1
0.92584,-0.11088,-3.2486,1.7969,0.81258,1.1339,-2.5967,C1
2.429,-0.2308,-7.563,-0.27133,4.3379,3.8725,-1.9697,C1
1.4392,-2.6948,-3.4339,0.31329,-11.963,-0.5681,-6.7373,C1
-1.5105,2.8827,-5.9356,-0.32682,3.959,-12.862,-3.2272,C1
-1.6522,-1.1296,-3.7964,2.7345,4.4819,-5.2567,-4.1205,C1
-4.4682,-0.83348,-6.1077,-7.9705,-6.4464,-2.7214,0.42006,C1
0.34018,0.68004,-6.7329,0.47132,1.296,3.3648,-0.24038,C1
0.12777,0.36136,-3.8934,-0.14483,1.3201,4.748,-1.269,C1
-0.1513,0.49404,-4.8666,-1.5823,-5.0075,-1.6347,0.90259,C1
-3.1703,0.30807,-4.8733,-0.78502,3.5011,2.0594,-0.20588,C1
-3.4494,3.3634,-3.4184,-3.495,-1.9628,1.6208,-1.769,C1
-2.3853,0.42116,-6.4681,-0.74619,3.9543,4.5535,0.1227,C1
-1.2715,0.70931,-4.2261,2.9133,-7.3513,0.12535,-2.7963,C1
2.0508,-0.93686,-2.1469,-5.052,-0.49893,-2.6888,0.2494,C1
-0.023461,1.2319,-2.089,-0.19198,1.7024,-3.53,-6.3406,C1
-2.5119,3.6264,-1.3223,-0.2309,2.9263,1.8957,-0.86528,C1
-1.8982,-0.71092,-3.5516,0.45619,1.7685,0.87186,-2.0751,C1
-2.9177,1.1669,-6.2898,-5.498,-2.1005,4.5684,0.034976,C1
-1.0827,0.16186,-2.924,1.0384,3.8835,2.7164,-3.6926,C1
-2.4609,-0.26297,-0.51444,0.78543,3.9865,-3.7704,0.11506,C1
-3.963,0.61201,-2.3287,1.8807,-6.0319,-2.3695,-3.0246,C1
-4.1479,-1.652,-0.21567,1.503,1.1594,5.0159,-4.911,C1
-4.8472,0.9361,-1.1045,-2.1831,5.3804,3.4506,-0.3473,C1
-3.9532,4.4886,-5.1546,2.1075,2.0201,-1.0026,-2.172,C1
-2.173,-0.036308,-4.2986,1.3715,-2.9422,2.2789,-5.0697,C1
-2.6032,-2.661,-7.0369,-2.3614,0.90423,3.6157,-1.407,C1
-5.0652,-0.33451,-4.9714,1.3902,-8.3933,0.60626,-3.5761,C1
1.4093,0.96034,-6.391,0.79031,3.3975,5.7206,-0.11767,C1
1.802,2.5366,-2.5034,-2.1198,5.286,0.63535,-2.052,C1
0.63211,1.8071,-1.862,-4.3152,-3.0989,0.57892,-1.6501,C1
-0.90532,0.66759,-1.6626,0.89427,-1.4733,-5.8925,-1.8261,C1
0.015887,-3.5654,-2.6869,-1.551,-6.86,0.78467,-3.7329,C1
-0.77513,-2.0628,-5.1227,-3.8447,-3.0114,0.39576,-0.92322,C1
0.34867,1.8424,-3.6335,-0.83,-7.4699,1.3674,-0.98415,C1
-1.4953,0.96373,-2.8689,-2.4891,-8.4487,-8.6431,-2.0098,C1
2.4318,-0.78276,-5.9883,-1.3655,0.70262,1.144,-1.064,C1
-1.0572,0.22206,-5.7334,-1.4165,2.4035,2.7015,-0.55015,C1
-2.0166,3.2806,-3.3784,-0.84659,3.9133,1.2818,-2.2812,C1
-2.5652,-0.20405,-7.4618,0.17661,3.4846,2.2741,-5.3956,C1
-0.53726,0.47306,-3.0948,1.0553,3.5083,-1.0293,0.43863,C1
-2.5387,4.2485,-3.3003,2.4624,-3.1077,4.6858,0.32246,C1
-4.5081,-3.544,-7.8206,-1.7903,-2.1933,1.5538,-2.5343,C1
1.6711,1.3311,-3.5011,-3.7639,3.6235,2.689,0.83552,C1
-1.829,-1.3022,-4.6048,1.4642,0.68572,-0.24983,-6.0178,C1
1.0233,3.5463,-4.9574,-2.8078,2.7181,5.1843,-2.5169,C1
-1.2866,-3.3713,-4.8329,-2.8692,-0.6565,4.1139,-2.6118,C1
1.1912,-1.2062,-4.3802,-3.6945,2.5812,2.8945,-1.9664,C1
-2.9515,-3.5339,1.2293,2.0402,2.2578,2.7827,-1.4735,C1
-1.3212,-1.3203,-2.0078,1.01,1.1977,-5.8951,0.041457,C1
-2.8015,-3.1026,-3.1167,0.92143,-4.0263,-2.44,-1.5845,C1
-1.7626,-1.8383,-1.9501,0.13589,-0.74526,5.0117,-4.2446,C1
-2.1478,4.5348,-7.0221,1.505,1.9819,-1.7125,-3.7974,C1
-1.1649,-0.9276,-7.4665,1.4753,0.60405,2.603,-1.8893,C1
-0.51509,1.8614,-7.6656,-2.9613,-0.44882,2.1902,-0.36809,C1
-4.5917,0.85378,-6.1165,-2.5374,3.5892,3.7762,-1.058,C1
-1.0902,1.4023,-7.408,2.7034,-1.412,-0.25672,-1.6153,C1
-2.4704,-2.9247,-3.0582,-1.4563,4.8564,0.60637,-1.0692,C1
-1.1793,0.53857,-5.8057,-4.8657,5.1695,0.94105,-0.93031,C1
-5.8552,-0.48671,-3.1347,-1.5658,4.6161,3.0842,-5.6525,C1
-4.0008,-1.2666,0.11996,2.4402,-2.7327,3.317,-1.1384,C1
-0.63198,1.7868,-0.98015,1.6217,-6.8807,-4.3026,-2.9484,C1
-3.0265,1.062,-1.923,-1.4204,0.6025,3.8404,-4.3288,C1
-2.3755,-1.1264,-3.4403,-1.7008,4.337,-9.6796,-1.1838,C1
2.2524,-1.0519,-6.1643,2.1063,-3.2813,3.3486,-1.8325,C1
2.4805,0.67661,-4.289,2.0188,-10.012,-1.9423,-0.40621,C1
-6.3966,-1.5356,-4.4414,-0.98043,4.3978,3.0501,-6.4825,C1
-4.9105,0.91405,-6.0967,0.96248,5.1269,3.6838,0.54827,C1
-4.9932,-1.7119,-7.6247,-1.146,-3.4028,2.4302,-5.0107,C1
-2.8092,2.488,-0.75197,0.43148,-6.5502,0.99349,-3.0977,C1
-1.9041,-4.6098,-5.1477,-2.152,0.083072,1.7357,-10.008,C1
-2.2569,-3.6964,-5.319,0.64764,-1.288,-0.32236,-1.3881,C1
-1.3392,0.67132,-3.6628,-0.43352,1.5718,0.30216,-0.11576,C1
-1.4896,2.1783,-3.8073,-0.24371,1.8299,1.3191,0.1967,C1
0.98261,2.3045,-2.355,1.1986,0.32347,-3.5722,-2.7738,C1
-4.062,-1.9005,-0.95745,-1.0101,2.5294,-6.8529,-2.6238,C1
-1.3431,-0.18629,-6.886,0.81675,5.4637,-1.6783,-0.30657,C1
-5.5848,0.27559,-3.4928,-2.656,-0.32103,4.7771,-3.2605,C1
-4.3993,0.9173,-4.0244,2.2076,4.9843,3.8399,-6.3956,C1
-0.17442,3.935,-3.6576,1.5827,-1.3455,-5.8313,-0.5698,C1
-1.8014,-2.1536,-7.4477,-0.73324,2.262,3.6401,-0.24162,C1
-2.2105,0.072635,-3.4863,-1.1745,4.5161,-0.18488,0.51488,C1
-1.8309,3.4979,-6.6441,2.0049,-1.7604,-0.32915,-2.1897,C1
-1.6019,-0.76863,-3.6954,-4.0429,-7.4334,-2.124,-0.89594,C1
-3.1191,-5.7088,-2.7846,-2.0419,-2.7914,3.9898,0.61282,C1
-5.3371,0.44852,-3.937,0.73746,-4.2604,3.5087,-0.67967,C1
-2.1636,0.34478,-2.7087,0.45346,2.1046,1.3763,-4.9374,C1
-2.6386,2.0169,-3.3963,0.4668,-0.93346,-0.08924,-3.7924,C1
-5.684,4.4066,-3.9779,-0.92461,-3.5946,2.1459,0.50008,C1
-3.4935,-2.914,-3.5141,-1.5543,0.30232,-8.7325,-3.9347,C1
-0.0016013,-2.1869,-4.0387,1.6711,4.9434,-2.2508,-0.47157,C1
-0.52952,-0.99041,-6.2751,0.40402,-2.0707,2.4935,-0.16018,C1
-3.6999,-0.088906,-7.8687,-0.4235,2.543,1.6499,0.30665,C1
-1.0398,0.74389,-3.2282,-0.58593,2.5963,4.214,-1.1374,C1
3.046,-0.28331,-2.9255,-0.15285,5.1033,-8.9667,-1.7875,C1
-6.1609,0.29966,-6.3343,1.1843,-4.0373,-4.2233,-3.3412,C1
0.52653,-2.1139,-6.1463,2.7287,4.1039,5.4531,-1.0471,C1
0.50033,-0.43154,-2.2001,2.2697,1.7311,-2.9899,-2.5652,C1
-1.9615,1.4858,-3.45,0.69196,5.7558,3.8499,-1.7634,C1
-0.085138,0.61516,-2.6035,-2.217,2.0856,2.1222,0.01327,C1
-2.047,-1.1755,-3.7571,-3.8223,-8.3188,2.3218,-0.028834,C1
-5.0651,1.5608,-4.3016,-1.4599,4.742,1.1396,-1.4827,C1
1.9629,-2.602,-7.2885,1.9734,3.3384,-1.3929,-0.16121,C1
0.39415,-1.1226,-6.5997,0.37153,2.6156,0.69895,-2.3021,C1
-1.6037,1.9246,-4.91,2.6977,-2.8037,1.1012,-3.9542,C1
-3.5592,4.1572,-3.8516,-1.9127,0.55747,-4.5722,-4.1505,C1
-2.2538,-1.8073,-4.5808,1.0747,-1.2797,3.3806,-0.50871,C1
-3.4869,-1.2011,-3.1565,0.81476,4.5312,-6.0565,-0.15741,C1
-1.498,-1.9103,-6.6117,-0.038163,3.9534,4.1839,0.75556,C1
-2.009,-0.85284,-3.4543,-1.5142,-7.7615,-7.8974,-3.1846,C1
-4.0678,-0.06203,-2.1986,0.14365,3.6072,2.4138,-1.4832,C1
2.5131,0.5437,-4.4505,2.1024,-5.2062,3.6371,-2.133,C1
-2.1558,-0.96674,-3.7782,2.676,-0.99434,3.6486,0.61692,C1
-0.14809,-1.8591,-6.5982,0.70382,3.7243,0.76846,-2.2186,C1
-4.2659,-2.7747,-2.0523,0.80202,-0.84374,3.4985,-1.0618,C1
-3.5652,2.3733,-5.1813,-1.3709,2.7796,-6.3678,-2.5709,C1
-2.7744,-1.4604,-2.7082,0.66231,-0.36729,2.7946,0.54439,C1
-2.4616,-2.0458,-4.0518,-2.1174,-4.7335,1.2342,-0.41183,C1
-1.7997,2.1974,-2.3421,-2.09,-0.097817,-4.6791,-1.3897,C1
-2.3504,-0.27684,-1.5441,1.5551,-1.3797,-0.819,-0.22913,C1
-1.3994,4.4664,-2.9178,-1.7993,2.6017,2.6531,-0.93699,C1
-3.8869,0.087898,0.89896,-0.039661,2.8473,-0.71678,-5.654,C1
-2.3835,-0.008437,-2.529,-0.83883,-1.5156,1.7355,-1.6067,C1
-2.2379,1.0064,-4.7662,-2.6917,2.6592,1.5494,-4.8136,C1
-1.4359,-2.007,-2.4534,-0.32899,5.7344,4.5908,-0.17606,C1
0.7479,0.26242,-4.2668,-0.87421,1.3923,0.36471,0.20578,C1
-2.0306,-0.71543,-5.6241,-1.4149,3.0324,2.776,-6.8924,C1
-0.11107,1.0783,-5.2766,-0.38588,-5.8334,5.2411,-1.5496,C1
-2.6819,-1.7363,-2.4485,-1.3765,-0.22841,4.6633,-3.9429,C1
-2.338,-0.30785,-2.1995,0.56609,3.1417,-3.5354,-5.7042,C1
-0.26357,0.94519,-3.6822,1.5386,4.6427,-1.4859,-0.89266,C1
-3.3341,-2.096,-3.9542,-1.3135,4.0167,1.3819,-0.76347,C1
-0.35638,-1.5126,-5.0569,0.1557,-5.1714,-2.5333,-2.2321,C1
-4.9227,-0.11395,-6.6674,2.6062,2.6503,-2.3691,-1.9734,C1
-1.0684,3.7596,-8.0361,-2.6086,-0.86765,-7.0844,0.096354,C1
0.52779,0.10769,-3.3747,-2.0008,-2.8456,3.0602,-1.2331,C1
0.87654,0.7264,-3.2645,0.46952,3.9231,-4.2706,0.62938,C1
-1.7296,2.3108,-7.984,-4.1989,2.6465,5.5341,-0.73258,C1
0.48922,-2.0458,-5.8299,1.0362,-1.4209,2.7119,-4.824,C1
-2.5704,-0.023637,-4.7228,1.2824,3.4916,-1.108,-1.0955,C1
-2.3699,-2.5756,-1.6984,-0.93563,3.0428,1.8746,-2.3483,C1
1.3216,0.91033,-1.3002,-4.639,-4.1521,2.3861,0.22688,C1
-0.98633,0.086403,-4.9193,-1.5504,4.7114,-1.2862,-2.7003,C1
-0.13,-0.42643,-1.5286,-3.1574,0.24449,0.90707,-5.0916,C1
0.9352,-2.9969,-6.4088,2.0391,0.13719,-2.6348,-1.7316,C1
0.42237,-2.5106,-4.0065,-0.78447,6.0466,5.1976,-3.0065,C1
-1.4141,2.509,-6.6231,-2.1775,0.094364,4.5922,-0.63783,C1
0.11108,1.4477,-7.1974,1.5834,0.61664,1.4611,-3.232,C1
-6.2976,-4.2759,-3.0567,-3.3992,1.035,-3.2092,-2.5403,C1
-0.14793,-1.7483,-3.061,-0.88572,5.7662,-1.3773,-2.736,C1
-0.75618,-2.5586,-5.358,2.1675,5.2373,-6.6952,-0.34811,C1
-1.0245,-2.5581,-5.3557,1.544,1.4294,5.602,-1.6841,C1
-3.2506,-1.0345,-4.0112,-0.27334,0.86559,4.229,0.56784,C1
-0.4564,-0.090051,-1.2671,1.2734,-7.4838,-5.9712,0.42457,C1
-0.58259,-1.6615,-1.8816,2.3296,5.1471,3.5737,-0.032715,C1
-1.9608,2.0275,-5.6737,-0.47912,3.777,2.0244,-0.7863,C1
-1.3627,-0.80346,-0.89969,1.1573,-18.123,2.0091,-0.95002,C1
-5.3302,3.0338,-4.849,-0.50681,3.2847,1.6909,-0.23213,C1
1.4959,-1.1734,-3.216,1.3356,3.8606,3.3793,-0.12982,C1
-2.7634,-0.49272,-1.6636,1.7624,-2.1573,4.7057,-1.1251,C1
-2.312,2.1874,-2.7289,2.0442,2.2083,-3.9723,-5.0885,C1
-0.068732,-0.91835,-7.2712,-0.021866,5.7306,-3.1109,-2.6918,C1
-3.0047,-2.0581,-3.0239,-1.3528,-1.4958,1.9747,-2.2487,C1
-5.1077,2.0162,-5.7462,1.6198,-1.9798,1.0914,-3.409,C1
1.084,0.098081,-5.7999,1.3486,5.8096,3.7269,-5.4754,C1
-1.9613,0.12489,-5.1226,2.1661,4.6749,-0.18052,-8.2922,C1
-0.4805,0.41834,-3.8549,-0.48059,3.8641,2.8377,-1.1665,C1
1.8543,0.51263,-5.0945,0.35211,4.2392,0.65521,-1.677,C1
-4.2822,2.7095,-3.9544,-1.4062,-4.1556,5.5013,-0.60383,C1
-5.7895,-0.84497,-7.9096,1.5899,-1.8199,1.1127,-4.4873,C1
1.273,-0.31039,-5.2342,0.50468,0.22024,1.9075,-1.4081,C1
-2.9369,-0.60472,-3.2672,-0.19884,-0.82827,1.9821,-1.4311,C1
-3.3669,4.9051,-4.4771,-6.617,0.61752,-7.7973,0.65016,C1
-4.3483,0.10711,-4.5756,-5.6588,-1.1045,-2.4548,-0.013534,C1
-2.6034,-0.034421,-5.3636,-1.2027,5.1278,-3.174,-2.5346,C1
-3.2381,-0.54294,-4.1121,2.3197,5.4951,1.9465,-2.0943,C1
-5.4014,0.34366,-5.898,-2.8004,3.9164,-2.339,-3.3368,C1
0.38863,0.4435,-5.5889,0.91951,-3.6445,2.7312,-0.23733,C1
-3.4529,-4.5774,-2.7614,1.7012,3.5095,-7.2906,-2.8965,C1
-2.4716,0.46143,-3.4619,0.11075,-4.3,-1.9269,-5.4192,C1
-2.2032,-0.48542,-3.1723,-0.43484,0.54383,-1.512,-1.3822,C1
-4.6619,-2.3412,-3.5676,1.2449,4.4141,2.3353,-1.7682,C1
-3.9194,0.82403,-3.8311,-2.776,0.59091,4.0447,-1.7985,C1
-3.5754,2.9292,-0.81022,0.76126,1.9716,-5.2384,-0.76531,C1
-3.6533,-1.521,-1.1667,0.75533,-3.3681,3.2472,-1.1914,C1
1.8202,-1.1874,-3.8188,-0.87546,-5.3805,-2.4408,-2.3577,C1
-0.4402,-2.5249,-3.3528,-0.44987,2.4793,-0.85854,-1.0738,C1
-2.885,-1.3922,-3.3105,-2.8912,2.775,-8.9834,0.61703,C1
-0.82946,0.95577,-4.3839,1.3409,-0.12897,5.4552,-0.16964,C1
-2.3074,3.544,-5.6296,0.84832,-5.1366,-1.3009,-0.48636,C1
-0.9178,-2.1568,-3.6307,-3.3509,-0.18062,-3.8524,-2.0389,C1
-0.14004,2.5399,-1.8305,1.0846,-0.69213,0.09643,-1.2331,C1
-1.289,1.8815,-3.4494,-2.1638,-0.8514,-10.545,-1.2228,C1
-0.82305,2.3256,-3.0857,-1.3551,-5.5257,2.4711,-2.4045,C1
-0.74095,-3.173,-3.854,-3.5302,-2.5108,-4.9725,-0.18202,C1
-2.1835,-2.3293,-2.68,2.3208,0.013606,-3.4534,-1.9056,C1
-1.6735,-2.9732,-2.4654,2.4179,1.5689,3.6091,-3.3281,C1
-2.6124,0.93271,-6.2773,0.41474,-0.67729,4.8599,-6.6879,C1
0.17209,-3.1689,-4.0992,2.5078,1.8069,2.9021,-5.3676,C1
-4.784,0.60126,-5.943,-1.0496,4.0535,3.7836,-0.64609,C1
-4.8258,-0.74109,-3.3528,-0.405,-0.95451,3.8051,-1.1207,C1
-8.4121,0.29419,-6.3347,2.0404,-1.2006,1.1562,-5.6282,C1
-2.0933,1.821,-3.2431,-0.39488,3.4339,1.9399,-5.6122,C1
0.48938,2.4835,-2.7865,-5.1817,-1.2126,-5.0773,0.7466,C1
-2.9725,2.8188,-1.0211,0.84865,1.3705,-0.35677,-4.4866,C1
-1.5952,-3.1574,-2.4086,2.0233,3.9822,0.69146,-4.1946,C1
-3.1856,-1.9098,-3.785,1.5018,-1.8406,3.56,0.17306,C1
-6.8279,0.35029,0.091158,0.67395,3.9984,1.1454,-1.2284,C1
-1.3374,-0.27942,-2.4219,0.22701,1.8506,4.0029,-1.1631,C1
